Id. de problema,Descripción,Estado,Gravedad,Puntos de la historia,Ruta de acceso del proyecto,Tipo de ubicación,Ruta de acceso,Línea,Columna,Id. de incidente,Vínculo de ayuda,Nombre del ensamblado,Versión de ensamblado,Clave pública de ensamblado,Fragmento
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Forms\WorldGen.Forms.NetForm\WorldGen.Forms.NetForm.csproj,File,Forms\WorldGen.Forms.NetForm\Form1.Designer.cs,491,12,T:System.Drawing.ContentAlignment,,,,,this.label8.TextAlign = System.Drawing.ContentAlignment.MiddleLeft;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Forms\WorldGen.Forms.NetForm\WorldGen.Forms.NetForm.csproj,File,Forms\WorldGen.Forms.NetForm\Form1.Designer.cs,491,12,P:System.Windows.Forms.Label.TextAlign,,,,,this.label8.TextAlign = System.Drawing.ContentAlignment.MiddleLeft;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Forms\WorldGen.Forms.NetForm\WorldGen.Forms.NetForm.csproj,File,Forms\WorldGen.Forms.NetForm\Form1.Designer.cs,490,12,T:System.Windows.Forms.Label,,,,,"this.label8.Text = ""Scale"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Forms\WorldGen.Forms.NetForm\WorldGen.Forms.NetForm.csproj,File,Forms\WorldGen.Forms.NetForm\Form1.Designer.cs,490,12,P:System.Windows.Forms.Label.Text,,,,,"this.label8.Text = ""Scale"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Forms\WorldGen.Forms.NetForm\WorldGen.Forms.NetForm.csproj,File,Forms\WorldGen.Forms.NetForm\Form1.Designer.cs,489,12,T:System.Windows.Forms.Label,,,,,this.label8.TabIndex = 14;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Forms\WorldGen.Forms.NetForm\WorldGen.Forms.NetForm.csproj,File,Forms\WorldGen.Forms.NetForm\Form1.Designer.cs,489,12,P:System.Windows.Forms.Control.TabIndex,,,,,this.label8.TabIndex = 14;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Forms\WorldGen.Forms.NetForm\WorldGen.Forms.NetForm.csproj,File,Forms\WorldGen.Forms.NetForm\Form1.Designer.cs,488,12,T:System.Windows.Forms.Label,,,,,"this.label8.Size = new System.Drawing.Size(108, 23);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Forms\WorldGen.Forms.NetForm\WorldGen.Forms.NetForm.csproj,File,Forms\WorldGen.Forms.NetForm\Form1.Designer.cs,488,12,P:System.Windows.Forms.Control.Size,,,,,"this.label8.Size = new System.Drawing.Size(108, 23);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Forms\WorldGen.Forms.NetForm\WorldGen.Forms.NetForm.csproj,File,Forms\WorldGen.Forms.NetForm\Form1.Designer.cs,487,12,T:System.Windows.Forms.Label,,,,,"this.label8.Name = ""label8"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Forms\WorldGen.Forms.NetForm\WorldGen.Forms.NetForm.csproj,File,Forms\WorldGen.Forms.NetForm\Form1.Designer.cs,487,12,P:System.Windows.Forms.Control.Name,,,,,"this.label8.Name = ""label8"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Forms\WorldGen.Forms.NetForm\WorldGen.Forms.NetForm.csproj,File,Forms\WorldGen.Forms.NetForm\Form1.Designer.cs,486,12,T:System.Windows.Forms.Label,,,,,"this.label8.Location = new System.Drawing.Point(6, 126);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Forms\WorldGen.Forms.NetForm\WorldGen.Forms.NetForm.csproj,File,Forms\WorldGen.Forms.NetForm\Form1.Designer.cs,486,12,P:System.Windows.Forms.Control.Location,,,,,"this.label8.Location = new System.Drawing.Point(6, 126);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Forms\WorldGen.Forms.NetForm\WorldGen.Forms.NetForm.csproj,File,Forms\WorldGen.Forms.NetForm\Form1.Designer.cs,478,12,T:System.Windows.Forms.NumericUpDown,,,,,"this.nudTSScale.Value = new decimal(new int[] {              10,              0,              0,              65536});"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Forms\WorldGen.Forms.NetForm\WorldGen.Forms.NetForm.csproj,File,Forms\WorldGen.Forms.NetForm\Form1.Designer.cs,478,12,P:System.Windows.Forms.NumericUpDown.Value,,,,,"this.nudTSScale.Value = new decimal(new int[] {              10,              0,              0,              65536});"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Forms\WorldGen.Forms.NetForm\WorldGen.Forms.NetForm.csproj,File,Forms\WorldGen.Forms.NetForm\Form1.Designer.cs,477,12,T:System.Windows.Forms.NumericUpDown,,,,,this.nudTSScale.TabIndex = 15;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Forms\WorldGen.Forms.NetForm\WorldGen.Forms.NetForm.csproj,File,Forms\WorldGen.Forms.NetForm\Form1.Designer.cs,477,12,P:System.Windows.Forms.Control.TabIndex,,,,,this.nudTSScale.TabIndex = 15;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Forms\WorldGen.Forms.NetForm\WorldGen.Forms.NetForm.csproj,File,Forms\WorldGen.Forms.NetForm\Form1.Designer.cs,476,12,T:System.Windows.Forms.NumericUpDown,,,,,"this.nudTSScale.Size = new System.Drawing.Size(120, 20);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Forms\WorldGen.Forms.NetForm\WorldGen.Forms.NetForm.csproj,File,Forms\WorldGen.Forms.NetForm\Form1.Designer.cs,476,12,P:System.Windows.Forms.Control.Size,,,,,"this.nudTSScale.Size = new System.Drawing.Size(120, 20);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Forms\WorldGen.Forms.NetForm\WorldGen.Forms.NetForm.csproj,File,Forms\WorldGen.Forms.NetForm\Form1.Designer.cs,475,12,T:System.Windows.Forms.NumericUpDown,,,,,"this.nudTSScale.Name = ""nudTSScale"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Forms\WorldGen.Forms.NetForm\WorldGen.Forms.NetForm.csproj,File,Forms\WorldGen.Forms.NetForm\Form1.Designer.cs,475,12,P:System.Windows.Forms.Control.Name,,,,,"this.nudTSScale.Name = ""nudTSScale"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Forms\WorldGen.Forms.NetForm\WorldGen.Forms.NetForm.csproj,File,Forms\WorldGen.Forms.NetForm\Form1.Designer.cs,470,12,T:System.Windows.Forms.NumericUpDown,,,,,"this.nudTSScale.Minimum = new decimal(new int[] {              1,              0,              0,              131072});"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Forms\WorldGen.Forms.NetForm\WorldGen.Forms.NetForm.csproj,File,Forms\WorldGen.Forms.NetForm\Form1.Designer.cs,470,12,P:System.Windows.Forms.NumericUpDown.Minimum,,,,,"this.nudTSScale.Minimum = new decimal(new int[] {              1,              0,              0,              131072});"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Forms\WorldGen.Forms.NetForm\WorldGen.Forms.NetForm.csproj,File,Forms\WorldGen.Forms.NetForm\Form1.Designer.cs,469,12,T:System.Windows.Forms.NumericUpDown,,,,,"this.nudTSScale.Location = new System.Drawing.Point(120, 126);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Forms\WorldGen.Forms.NetForm\WorldGen.Forms.NetForm.csproj,File,Forms\WorldGen.Forms.NetForm\Form1.Designer.cs,469,12,P:System.Windows.Forms.Control.Location,,,,,"this.nudTSScale.Location = new System.Drawing.Point(120, 126);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Forms\WorldGen.Forms.NetForm\WorldGen.Forms.NetForm.csproj,File,Forms\WorldGen.Forms.NetForm\Form1.Designer.cs,464,12,T:System.Windows.Forms.NumericUpDown,,,,,"this.nudTSScale.Increment = new decimal(new int[] {              1,              0,              0,              131072});"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Forms\WorldGen.Forms.NetForm\WorldGen.Forms.NetForm.csproj,File,Forms\WorldGen.Forms.NetForm\Form1.Designer.cs,464,12,P:System.Windows.Forms.NumericUpDown.Increment,,,,,"this.nudTSScale.Increment = new decimal(new int[] {              1,              0,              0,              131072});"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Forms\WorldGen.Forms.NetForm\WorldGen.Forms.NetForm.csproj,File,Forms\WorldGen.Forms.NetForm\Form1.Designer.cs,463,12,T:System.Windows.Forms.NumericUpDown,,,,,this.nudTSScale.DecimalPlaces = 2;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Forms\WorldGen.Forms.NetForm\WorldGen.Forms.NetForm.csproj,File,Forms\WorldGen.Forms.NetForm\Form1.Designer.cs,463,12,P:System.Windows.Forms.NumericUpDown.DecimalPlaces,,,,,this.nudTSScale.DecimalPlaces = 2;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Forms\WorldGen.Forms.NetForm\WorldGen.Forms.NetForm.csproj,File,Forms\WorldGen.Forms.NetForm\Form1.Designer.cs,459,12,T:System.Drawing.ContentAlignment,,,,,this.label9.TextAlign = System.Drawing.ContentAlignment.MiddleLeft;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Forms\WorldGen.Forms.NetForm\WorldGen.Forms.NetForm.csproj,File,Forms\WorldGen.Forms.NetForm\Form1.Designer.cs,459,12,T:System.Drawing.ContentAlignment,,,,,this.label9.TextAlign = System.Drawing.ContentAlignment.MiddleLeft;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Forms\WorldGen.Forms.NetForm\WorldGen.Forms.NetForm.csproj,File,Forms\WorldGen.Forms.NetForm\Form1.Designer.cs,459,12,F:System.Drawing.ContentAlignment.MiddleLeft,,,,,this.label9.TextAlign = System.Drawing.ContentAlignment.MiddleLeft;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Forms\WorldGen.Forms.NetForm\WorldGen.Forms.NetForm.csproj,File,Forms\WorldGen.Forms.NetForm\Form1.Designer.cs,459,12,T:System.Windows.Forms.Label,,,,,this.label9.TextAlign = System.Drawing.ContentAlignment.MiddleLeft;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Forms\WorldGen.Forms.NetForm\WorldGen.Forms.NetForm.csproj,File,Forms\WorldGen.Forms.NetForm\Form1.Designer.cs,459,12,T:System.Drawing.ContentAlignment,,,,,this.label9.TextAlign = System.Drawing.ContentAlignment.MiddleLeft;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Forms\WorldGen.Forms.NetForm\WorldGen.Forms.NetForm.csproj,File,Forms\WorldGen.Forms.NetForm\Form1.Designer.cs,459,12,P:System.Windows.Forms.Label.TextAlign,,,,,this.label9.TextAlign = System.Drawing.ContentAlignment.MiddleLeft;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Forms\WorldGen.Forms.NetForm\WorldGen.Forms.NetForm.csproj,File,Forms\WorldGen.Forms.NetForm\Form1.Designer.cs,458,12,T:System.Windows.Forms.Label,,,,,"this.label9.Text = ""Latitude"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Forms\WorldGen.Forms.NetForm\WorldGen.Forms.NetForm.csproj,File,Forms\WorldGen.Forms.NetForm\Form1.Designer.cs,458,12,P:System.Windows.Forms.Label.Text,,,,,"this.label9.Text = ""Latitude"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Forms\WorldGen.Forms.NetForm\WorldGen.Forms.NetForm.csproj,File,Forms\WorldGen.Forms.NetForm\Form1.Designer.cs,457,12,T:System.Windows.Forms.Label,,,,,this.label9.TabIndex = 16;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Forms\WorldGen.Forms.NetForm\WorldGen.Forms.NetForm.csproj,File,Forms\WorldGen.Forms.NetForm\Form1.Designer.cs,457,12,P:System.Windows.Forms.Control.TabIndex,,,,,this.label9.TabIndex = 16;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Forms\WorldGen.Forms.NetForm\WorldGen.Forms.NetForm.csproj,File,Forms\WorldGen.Forms.NetForm\Form1.Designer.cs,456,12,T:System.Windows.Forms.Label,,,,,"this.label9.Size = new System.Drawing.Size(108, 23);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Forms\WorldGen.Forms.NetForm\WorldGen.Forms.NetForm.csproj,File,Forms\WorldGen.Forms.NetForm\Form1.Designer.cs,456,12,P:System.Windows.Forms.Control.Size,,,,,"this.label9.Size = new System.Drawing.Size(108, 23);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Forms\WorldGen.Forms.NetForm\WorldGen.Forms.NetForm.csproj,File,Forms\WorldGen.Forms.NetForm\Form1.Designer.cs,455,12,T:System.Windows.Forms.Label,,,,,"this.label9.Name = ""label9"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Forms\WorldGen.Forms.NetForm\WorldGen.Forms.NetForm.csproj,File,Forms\WorldGen.Forms.NetForm\Form1.Designer.cs,455,12,P:System.Windows.Forms.Control.Name,,,,,"this.label9.Name = ""label9"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Forms\WorldGen.Forms.NetForm\WorldGen.Forms.NetForm.csproj,File,Forms\WorldGen.Forms.NetForm\Form1.Designer.cs,454,12,T:System.Windows.Forms.Label,,,,,"this.label9.Location = new System.Drawing.Point(7, 152);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Forms\WorldGen.Forms.NetForm\WorldGen.Forms.NetForm.csproj,File,Forms\WorldGen.Forms.NetForm\Form1.Designer.cs,454,12,P:System.Windows.Forms.Control.Location,,,,,"this.label9.Location = new System.Drawing.Point(7, 152);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Forms\WorldGen.Forms.NetForm\WorldGen.Forms.NetForm.csproj,File,Forms\WorldGen.Forms.NetForm\Form1.Designer.cs,450,12,T:System.Windows.Forms.NumericUpDown,,,,,this.nudTSLatitude.TabIndex = 17;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Forms\WorldGen.Forms.NetForm\WorldGen.Forms.NetForm.csproj,File,Forms\WorldGen.Forms.NetForm\Form1.Designer.cs,450,12,P:System.Windows.Forms.Control.TabIndex,,,,,this.nudTSLatitude.TabIndex = 17;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Forms\WorldGen.Forms.NetForm\WorldGen.Forms.NetForm.csproj,File,Forms\WorldGen.Forms.NetForm\Form1.Designer.cs,449,12,T:System.Windows.Forms.NumericUpDown,,,,,"this.nudTSLatitude.Size = new System.Drawing.Size(120, 20);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Forms\WorldGen.Forms.NetForm\WorldGen.Forms.NetForm.csproj,File,Forms\WorldGen.Forms.NetForm\Form1.Designer.cs,449,12,P:System.Windows.Forms.Control.Size,,,,,"this.nudTSLatitude.Size = new System.Drawing.Size(120, 20);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Forms\WorldGen.Forms.NetForm\WorldGen.Forms.NetForm.csproj,File,Forms\WorldGen.Forms.NetForm\Form1.Designer.cs,448,12,T:System.Windows.Forms.NumericUpDown,,,,,"this.nudTSLatitude.Name = ""nudTSLatitude"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Forms\WorldGen.Forms.NetForm\WorldGen.Forms.NetForm.csproj,File,Forms\WorldGen.Forms.NetForm\Form1.Designer.cs,448,12,P:System.Windows.Forms.Control.Name,,,,,"this.nudTSLatitude.Name = ""nudTSLatitude"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Forms\WorldGen.Forms.NetForm\WorldGen.Forms.NetForm.csproj,File,Forms\WorldGen.Forms.NetForm\Form1.Designer.cs,443,12,T:System.Windows.Forms.NumericUpDown,,,,,"this.nudTSLatitude.Minimum = new decimal(new int[] {              90,              0,              0,              -2147483648});"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Forms\WorldGen.Forms.NetForm\WorldGen.Forms.NetForm.csproj,File,Forms\WorldGen.Forms.NetForm\Form1.Designer.cs,443,12,P:System.Windows.Forms.NumericUpDown.Minimum,,,,,"this.nudTSLatitude.Minimum = new decimal(new int[] {              90,              0,              0,              -2147483648});"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Forms\WorldGen.Forms.NetForm\WorldGen.Forms.NetForm.csproj,File,Forms\WorldGen.Forms.NetForm\Form1.Designer.cs,438,12,T:System.Windows.Forms.NumericUpDown,,,,,"this.nudTSLatitude.Maximum = new decimal(new int[] {              90,              0,              0,              0});"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Forms\WorldGen.Forms.NetForm\WorldGen.Forms.NetForm.csproj,File,Forms\WorldGen.Forms.NetForm\Form1.Designer.cs,438,12,P:System.Windows.Forms.NumericUpDown.Maximum,,,,,"this.nudTSLatitude.Maximum = new decimal(new int[] {              90,              0,              0,              0});"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Forms\WorldGen.Forms.NetForm\WorldGen.Forms.NetForm.csproj,File,Forms\WorldGen.Forms.NetForm\Form1.Designer.cs,437,12,T:System.Windows.Forms.NumericUpDown,,,,,"this.nudTSLatitude.Location = new System.Drawing.Point(121, 152);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Forms\WorldGen.Forms.NetForm\WorldGen.Forms.NetForm.csproj,File,Forms\WorldGen.Forms.NetForm\Form1.Designer.cs,437,12,P:System.Windows.Forms.Control.Location,,,,,"this.nudTSLatitude.Location = new System.Drawing.Point(121, 152);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Forms\WorldGen.Forms.NetForm\WorldGen.Forms.NetForm.csproj,File,Forms\WorldGen.Forms.NetForm\Form1.Designer.cs,432,12,T:System.Windows.Forms.NumericUpDown,,,,,"this.nudTSLatitude.Increment = new decimal(new int[] {              1,              0,              0,              131072});"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Forms\WorldGen.Forms.NetForm\WorldGen.Forms.NetForm.csproj,File,Forms\WorldGen.Forms.NetForm\Form1.Designer.cs,432,12,P:System.Windows.Forms.NumericUpDown.Increment,,,,,"this.nudTSLatitude.Increment = new decimal(new int[] {              1,              0,              0,              131072});"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Forms\WorldGen.Forms.NetForm\WorldGen.Forms.NetForm.csproj,File,Forms\WorldGen.Forms.NetForm\Form1.Designer.cs,431,12,T:System.Windows.Forms.NumericUpDown,,,,,this.nudTSLatitude.DecimalPlaces = 2;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Forms\WorldGen.Forms.NetForm\WorldGen.Forms.NetForm.csproj,File,Forms\WorldGen.Forms.NetForm\Form1.Designer.cs,431,12,P:System.Windows.Forms.NumericUpDown.DecimalPlaces,,,,,this.nudTSLatitude.DecimalPlaces = 2;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Forms\WorldGen.Forms.NetForm\WorldGen.Forms.NetForm.csproj,File,Forms\WorldGen.Forms.NetForm\Form1.Designer.cs,427,12,T:System.Drawing.ContentAlignment,,,,,this.label10.TextAlign = System.Drawing.ContentAlignment.MiddleLeft;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Forms\WorldGen.Forms.NetForm\WorldGen.Forms.NetForm.csproj,File,Forms\WorldGen.Forms.NetForm\Form1.Designer.cs,427,12,T:System.Drawing.ContentAlignment,,,,,this.label10.TextAlign = System.Drawing.ContentAlignment.MiddleLeft;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Forms\WorldGen.Forms.NetForm\WorldGen.Forms.NetForm.csproj,File,Forms\WorldGen.Forms.NetForm\Form1.Designer.cs,427,12,F:System.Drawing.ContentAlignment.MiddleLeft,,,,,this.label10.TextAlign = System.Drawing.ContentAlignment.MiddleLeft;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Forms\WorldGen.Forms.NetForm\WorldGen.Forms.NetForm.csproj,File,Forms\WorldGen.Forms.NetForm\Form1.Designer.cs,427,12,T:System.Windows.Forms.Label,,,,,this.label10.TextAlign = System.Drawing.ContentAlignment.MiddleLeft;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,Forms\WorldGen.Forms.NetForm\WorldGen.Forms.NetForm.csproj,File,Forms\WorldGen.Forms.NetForm\Form1.Designer.cs,427,12,T:System.Drawing.ContentAlignment,,,,,this.label10.TextAlign = System.Drawing.ContentAlignment.MiddleLeft;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Forms\WorldGen.Forms.NetForm\WorldGen.Forms.NetForm.csproj,File,Forms\WorldGen.Forms.NetForm\Form1.Designer.cs,427,12,P:System.Windows.Forms.Label.TextAlign,,,,,this.label10.TextAlign = System.Drawing.ContentAlignment.MiddleLeft;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Forms\WorldGen.Forms.NetForm\WorldGen.Forms.NetForm.csproj,File,Forms\WorldGen.Forms.NetForm\Form1.Designer.cs,426,12,T:System.Windows.Forms.Label,,,,,"this.label10.Text = ""Longitude"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Forms\WorldGen.Forms.NetForm\WorldGen.Forms.NetForm.csproj,File,Forms\WorldGen.Forms.NetForm\Form1.Designer.cs,426,12,P:System.Windows.Forms.Label.Text,,,,,"this.label10.Text = ""Longitude"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Forms\WorldGen.Forms.NetForm\WorldGen.Forms.NetForm.csproj,File,Forms\WorldGen.Forms.NetForm\Form1.Designer.cs,425,12,T:System.Windows.Forms.Label,,,,,this.label10.TabIndex = 18;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Forms\WorldGen.Forms.NetForm\WorldGen.Forms.NetForm.csproj,File,Forms\WorldGen.Forms.NetForm\Form1.Designer.cs,425,12,P:System.Windows.Forms.Control.TabIndex,,,,,this.label10.TabIndex = 18;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Forms\WorldGen.Forms.NetForm\WorldGen.Forms.NetForm.csproj,File,Forms\WorldGen.Forms.NetForm\Form1.Designer.cs,424,12,T:System.Windows.Forms.Label,,,,,"this.label10.Size = new System.Drawing.Size(108, 23);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Forms\WorldGen.Forms.NetForm\WorldGen.Forms.NetForm.csproj,File,Forms\WorldGen.Forms.NetForm\Form1.Designer.cs,424,12,P:System.Windows.Forms.Control.Size,,,,,"this.label10.Size = new System.Drawing.Size(108, 23);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Forms\WorldGen.Forms.NetForm\WorldGen.Forms.NetForm.csproj,File,Forms\WorldGen.Forms.NetForm\Form1.Designer.cs,423,12,T:System.Windows.Forms.Label,,,,,"this.label10.Name = ""label10"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Forms\WorldGen.Forms.NetForm\WorldGen.Forms.NetForm.csproj,File,Forms\WorldGen.Forms.NetForm\Form1.Designer.cs,423,12,P:System.Windows.Forms.Control.Name,,,,,"this.label10.Name = ""label10"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Forms\WorldGen.Forms.NetForm\WorldGen.Forms.NetForm.csproj,File,Forms\WorldGen.Forms.NetForm\Form1.Designer.cs,422,12,T:System.Windows.Forms.Label,,,,,"this.label10.Location = new System.Drawing.Point(7, 178);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Forms\WorldGen.Forms.NetForm\WorldGen.Forms.NetForm.csproj,File,Forms\WorldGen.Forms.NetForm\Form1.Designer.cs,422,12,P:System.Windows.Forms.Control.Location,,,,,"this.label10.Location = new System.Drawing.Point(7, 178);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Forms\WorldGen.Forms.NetForm\WorldGen.Forms.NetForm.csproj,File,Forms\WorldGen.Forms.NetForm\Form1.Designer.cs,418,12,T:System.Windows.Forms.NumericUpDown,,,,,this.nudTSLongitude.TabIndex = 19;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Forms\WorldGen.Forms.NetForm\WorldGen.Forms.NetForm.csproj,File,Forms\WorldGen.Forms.NetForm\Form1.Designer.cs,418,12,P:System.Windows.Forms.Control.TabIndex,,,,,this.nudTSLongitude.TabIndex = 19;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Forms\WorldGen.Forms.NetForm\WorldGen.Forms.NetForm.csproj,File,Forms\WorldGen.Forms.NetForm\Form1.Designer.cs,417,12,T:System.Windows.Forms.NumericUpDown,,,,,"this.nudTSLongitude.Size = new System.Drawing.Size(120, 20);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Forms\WorldGen.Forms.NetForm\WorldGen.Forms.NetForm.csproj,File,Forms\WorldGen.Forms.NetForm\Form1.Designer.cs,417,12,P:System.Windows.Forms.Control.Size,,,,,"this.nudTSLongitude.Size = new System.Drawing.Size(120, 20);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Forms\WorldGen.Forms.NetForm\WorldGen.Forms.NetForm.csproj,File,Forms\WorldGen.Forms.NetForm\Form1.Designer.cs,416,12,T:System.Windows.Forms.NumericUpDown,,,,,"this.nudTSLongitude.Name = ""nudTSLongitude"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Forms\WorldGen.Forms.NetForm\WorldGen.Forms.NetForm.csproj,File,Forms\WorldGen.Forms.NetForm\Form1.Designer.cs,416,12,P:System.Windows.Forms.Control.Name,,,,,"this.nudTSLongitude.Name = ""nudTSLongitude"";"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Forms\WorldGen.Forms.NetForm\WorldGen.Forms.NetForm.csproj,File,Forms\WorldGen.Forms.NetForm\Form1.Designer.cs,411,12,T:System.Windows.Forms.NumericUpDown,,,,,"this.nudTSLongitude.Minimum = new decimal(new int[] {              180,              0,              0,              -2147483648});"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Forms\WorldGen.Forms.NetForm\WorldGen.Forms.NetForm.csproj,File,Forms\WorldGen.Forms.NetForm\Form1.Designer.cs,411,12,P:System.Windows.Forms.NumericUpDown.Minimum,,,,,"this.nudTSLongitude.Minimum = new decimal(new int[] {              180,              0,              0,              -2147483648});"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Forms\WorldGen.Forms.NetForm\WorldGen.Forms.NetForm.csproj,File,Forms\WorldGen.Forms.NetForm\Form1.Designer.cs,406,12,T:System.Windows.Forms.NumericUpDown,,,,,"this.nudTSLongitude.Maximum = new decimal(new int[] {              180,              0,              0,              0});"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Forms\WorldGen.Forms.NetForm\WorldGen.Forms.NetForm.csproj,File,Forms\WorldGen.Forms.NetForm\Form1.Designer.cs,406,12,P:System.Windows.Forms.NumericUpDown.Maximum,,,,,"this.nudTSLongitude.Maximum = new decimal(new int[] {              180,              0,              0,              0});"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Forms\WorldGen.Forms.NetForm\WorldGen.Forms.NetForm.csproj,File,Forms\WorldGen.Forms.NetForm\Form1.Designer.cs,405,12,T:System.Windows.Forms.NumericUpDown,,,,,"this.nudTSLongitude.Location = new System.Drawing.Point(121, 178);"
